Resemblance : 
199707237189.json,0.0213815789474,../datasets/JSON/199707237189.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Broward', 'dist_to_military_base': 3, 'windy': True, 'state': 'FL', 'military_component': 'Navy Active', 'airport_type': 'heliport', 'sighted_at': '19970723', 'military_area': 0, 'population': 15}
199012306331.json,0.0213815789474,../datasets/JSON/199012306331.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Dane', 'dist_to_military_base': 0, 'windy': True, 'state': 'WI', 'military_component': 'AF Guard', 'airport_type': 'heliport', 'sighted_at': '19901230', 'military_area': 2680, 'population': 3}
199308156672.json,0.0213815789474,../datasets/JSON/199308156672.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'Orange', 'dist_to_military_base': 3, 'windy': False, 'state': 'CA', 'military_component': 'AF Reserve', 'airport_type': 'heliport', 'sighted_at': '19930815', 'military_area': 24805, 'population': 25}
199306156657.json,0.0213815789474,../datasets/JSON/199306156657.json,{'rainy': True, 'dist_to_airport': 1, 'snowy': True, 'dusty': False, 'countyName': 'Lee', 'dist_to_military_base': 4, 'windy': True, 'state': 'AL', 'military_component': 'Army Active', 'airport_type': 'heliport', 'sighted_at': '19930615', 'military_area': 141649, 'population': 0}
199602017188.json,0.0213815789474,../datasets/JSON/199602017188.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Grant', 'dist_to_military_base': 11, 'windy': False, 'state': 'WI', 'military_component': 'Army Active', 'airport_type': 'small_airport', 'sighted_at': '19960201', 'military_area': 41, 'population': 0}
199111016659.json,0.0213815789474,../datasets/JSON/199111016659.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Monroe', 'dist_to_military_base': 5, 'windy': True, 'state': 'MI', 'military_component': 'AF Guard', 'airport_type': 'small_airport', 'sighted_at': '19911101', 'military_area': 1957, 'population': 1}
199707117198.json,0.0213815789474,../datasets/JSON/199707117198.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'El Paso', 'dist_to_military_base': 4, 'windy': False, 'state': 'TX', 'military_component': 'Army Active', 'airport_type': 'heliport', 'sighted_at': '19970711', 'military_area': 912, 'population': 6}
199308046661.json,0.0213815789474,../datasets/JSON/199308046661.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Maui', 'dist_to_military_base': 15, 'windy': False, 'state': 'HI', 'military_component': 'MC Active', 'airport_type': 'heliport', 'sighted_at': '19930804', 'military_area': 10074, 'population': 1}
199310016864.json,0.0213815789474,../datasets/JSON/199310016864.json,{'rainy': True, 'dist_to_airport': 4, 'snowy': True, 'dusty': False, 'countyName': 'Yellowstone', 'dist_to_military_base': 31, 'windy': True, 'state': 'MT', 'military_component': 'Army Guard', 'airport_type': 'small_airport', 'sighted_at': '19931001', 'military_area': 359798, 'population': 1}
199606157054.json,0.0213815789474,../datasets/JSON/199606157054.json,{'rainy': False, 'dist_to_airport': 1, 'snowy': True, 'dusty': False, 'countyName': 'Franklin', 'dist_to_military_base': 14, 'windy': False, 'state': 'NY', 'military_component': 'Army Active', 'airport_type': 'small_airport', 'sighted_at': '19960615', 'military_area': 1706345, 'population': 0}
199301156601.json,0.0213815789474,../datasets/JSON/199301156601.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'Roberts', 'dist_to_military_base': 20, 'windy': False, 'state': 'TX', 'military_component': 'AF Active', 'airport_type': 'small_airport', 'sighted_at': '19930115', 'military_area': 72335, 'population': 0}
199603017057.json,0.0213815789474,../datasets/JSON/199603017057.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Cleveland', 'dist_to_military_base': 2, 'windy': False, 'state': 'OK', 'military_component': 'AF Active', 'airport_type': 'heliport', 'sighted_at': '19960301', 'military_area': 4964, 'population': 1}
199803147252.json,0.0213815789474,../datasets/JSON/199803147252.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Will', 'dist_to_military_base': 8, 'windy': False, 'state': 'IL', 'military_component': 'Navy Active', 'airport_type': 'small_airport', 'sighted_at': '19980314', 'military_area': 476, 'population': 4}
199208017052.json,0.0213815789474,../datasets/JSON/199208017052.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'New York', 'dist_to_military_base': 1, 'windy': False, 'state': 'NY', 'military_component': 'Army Active', 'airport_type': 'seaplane_base', 'sighted_at': '19920801', 'military_area': 2265, 'population': 14}
199409094040.json,0.0213815789474,../datasets/JSON/199409094040.json,{'rainy': False, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'Grand Isle', 'dist_to_military_base': 11, 'windy': False, 'state': 'VT', 'military_component': 'AF Active', 'airport_type': 'seaplane_base', 'sighted_at': '19940909', 'military_area': 54535, 'population': 0}
199106017126.json,0.0213815789474,../datasets/JSON/199106017126.json,{'rainy': True, 'dist_to_airport': 1, 'snowy': False, 'dusty': False, 'countyName': 'San Juan', 'dist_to_military_base': 27, 'windy': False, 'state': 'UT', 'military_component': 'Army Active', 'airport_type': 'small_airport', 'sighted_at': '19910601', 'military_area': 53858, 'population': 0}
199307076846.json,0.0213815789474,../datasets/JSON/199307076846.json,{'rainy': False, 'dist_to_airport': 3, 'snowy': False, 'dusty': False, 'countyName': 'Hill', 'dist_to_military_base': 34, 'windy': False, 'state': 'MT', 'military_component': 'AF Active', 'airport_type': 'small_airport', 'sighted_at': '19930707', 'military_area': 58084, 'population': 0}
199008206214.json,0.0213815789474,../datasets/JSON/199008206214.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Coconino', 'dist_to_military_base': 12, 'windy': False, 'state': 'AZ', 'military_component': 'Navy Active', 'airport_type': 'medium_airport', 'sighted_at': '19900820', 'military_area': 3475, 'population': 0}
199607037127.json,0.0213815789474,../datasets/JSON/199607037127.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Green', 'dist_to_military_base': 3, 'windy': False, 'state': 'WI', 'military_component': 'AF Guard', 'airport_type': 'small_airport', 'sighted_at': '19960703', 'military_area': 2680, 'population': 0}
199903307288.json,0.0213815789474,../datasets/JSON/199903307288.json,{'rainy': False, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'Hartford', 'dist_to_military_base': 5, 'windy': False, 'state': 'CT', 'military_component': 'AF Guard', 'airport_type': 'heliport', 'sighted_at': '19990330', 'military_area': 2160, 'population': 8}
199110017403.json,0.0213815789474,../datasets/JSON/199110017403.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Carroll', 'dist_to_military_base': 3, 'windy': False, 'state': 'TN', 'military_component': 'Army Active', 'airport_type': 'heliport', 'sighted_at': '19911001', 'military_area': 288239, 'population': 0}
199307156890.json,0.0213815789474,../datasets/JSON/199307156890.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'Kent', 'dist_to_military_base': 1, 'windy': False, 'state': 'DE', 'military_component': 'AF Active', 'airport_type': 'small_airport', 'sighted_at': '19930715', 'military_area': 42658, 'population': 1}
199606117187.json,0.0213815789474,../datasets/JSON/199606117187.json,{'rainy': False, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Cumberland', 'dist_to_military_base': 1, 'windy': False, 'state': 'ME', 'military_component': 'Navy Active', 'airport_type': 'heliport', 'sighted_at': '19960611', 'military_area': 48097, 'population': 2}
1995072483.json,0.0213815789474,../datasets/JSON/1995072483.json,{'rainy': False, 'dist_to_airport': 2, 'snowy': False, 'dusty': False, 'countyName': 'Bennington', 'dist_to_military_base': 6, 'windy': False, 'state': 'VT', 'military_component': 'Navy Active', 'airport_type': 'small_airport', 'sighted_at': '19950724', 'military_area': 341, 'population': 0}
199703277259.json,0.0213815789474,../datasets/JSON/199703277259.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Imperial', 'dist_to_military_base': 1, 'windy': False, 'state': 'CA', 'military_component': 'MC Active', 'airport_type': 'heliport', 'sighted_at': '19970327', 'military_area': 54421, 'population': 1}
19940704616.json,0.0213815789474,../datasets/JSON/19940704616.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'Clackamas', 'dist_to_military_base': 0, 'windy': False, 'state': 'OR', 'military_component': 'Army Guard', 'airport_type': 'heliport', 'sighted_at': '19940704', 'military_area': 1283, 'population': 3}
199707157218.json,0.0213815789474,../datasets/JSON/199707157218.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Howard', 'dist_to_military_base': 2, 'windy': True, 'state': 'IN', 'military_component': 'AF Reserve', 'airport_type': 'heliport', 'sighted_at': '19970715', 'military_area': 19716, 'population': 0}
199210137151.json,0.0213815789474,../datasets/JSON/199210137151.json,{'rainy': True, 'dist_to_airport': 2, 'snowy': False, 'dusty': False, 'countyName': 'Boundary', 'dist_to_military_base': 31, 'windy': False, 'state': 'ID', 'military_component': 'Navy Active', 'airport_type': 'small_airport', 'sighted_at': '19921013', 'military_area': 394, 'population': 0}
199707017246.json,0.0213815789474,../datasets/JSON/199707017246.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Monmouth', 'dist_to_military_base': 0, 'windy': False, 'state': 'NJ', 'military_component': 'Navy Active', 'airport_type': 'closed', 'sighted_at': '19970701', 'military_area': 119001, 'population': 5}
199409154199.json,0.0213815789474,../datasets/JSON/199409154199.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Spokane', 'dist_to_military_base': 1, 'windy': False, 'state': 'WA', 'military_component': 'AF Active', 'airport_type': 'heliport', 'sighted_at': '19940915', 'military_area': 75351, 'population': 3}
199109056822.json,0.0213815789474,../datasets/JSON/199109056822.json,{'rainy': True, 'dist_to_airport': 1, 'snowy': False, 'dusty': False, 'countyName': 'Tompkins', 'dist_to_military_base': 7, 'windy': False, 'state': 'NY', 'military_component': 'MC Reserve', 'airport_type': 'small_airport', 'sighted_at': '19910905', 'military_area': 4016, 'population': 0}
199007016247.json,0.0213815789474,../datasets/JSON/199007016247.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Hunterdon', 'dist_to_military_base': 4, 'windy': False, 'state': 'NJ', 'military_component': 'Army Guard', 'airport_type': 'balloonport', 'sighted_at': '19900701', 'military_area': 1087, 'population': 1}
199107047500.json,0.0213815789474,../datasets/JSON/199107047500.json,{'rainy': False, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'Solano', 'dist_to_military_base': 1, 'windy': False, 'state': 'CA', 'military_component': 'AF Active', 'airport_type': 'small_airport', 'sighted_at': '19910704', 'military_area': 69439, 'population': 3}
199106307022.json,0.0213815789474,../datasets/JSON/199106307022.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': False, 'dusty': False, 'countyName': 'Hunterdon', 'dist_to_military_base': 5, 'windy': False, 'state': 'NJ', 'military_component': 'Army Guard', 'airport_type': 'heliport', 'sighted_at': '19910630', 'military_area': 1087, 'population': 1}
199205127160.json,0.0213815789474,../datasets/JSON/199205127160.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Harris', 'dist_to_military_base': 3, 'windy': False, 'state': 'TX', 'military_component': 'AF Guard', 'airport_type': 'heliport', 'sighted_at': '19920512', 'military_area': 2291, 'population': 29}
199211157008.json,0.0213815789474,../datasets/JSON/199211157008.json,{'rainy': True, 'dist_to_airport': 3, 'snowy': False, 'dusty': False, 'countyName': 'Menominee', 'dist_to_military_base': 20, 'windy': True, 'state': 'WI', 'military_component': 'AF Guard', 'airport_type': 'small_airport', 'sighted_at': '19921115', 'military_area': 34913, 'population': 0}
199301206666.json,0.0213815789474,../datasets/JSON/199301206666.json,{'rainy': True, 'dist_to_airport': 2, 'snowy': True, 'dusty': False, 'countyName': 'Ulster', 'dist_to_military_base': 8, 'windy': False, 'state': 'NY', 'military_component': 'AF Guard', 'airport_type': 'heliport', 'sighted_at': '19930120', 'military_area': 3747, 'population': 1}
199806157195.json,0.0213815789474,../datasets/JSON/199806157195.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Greene', 'dist_to_military_base': 1, 'windy': False, 'state': 'OH', 'military_component': 'AF Active', 'airport_type': 'small_airport', 'sighted_at': '19980615', 'military_area': 71695, 'population': 1}
199206207059.json,0.0213815789474,../datasets/JSON/199206207059.json,{'rainy': True, 'dist_to_airport': 0, 'snowy': True, 'dusty': False, 'countyName': 'Alachua', 'dist_to_military_base': 12, 'windy': False, 'state': 'FL', 'military_component': 'Navy Active', 'airport_type': 'small_airport', 'sighted_at': '19920620', 'military_area': 60560, 'population': 1}
